20160910104211-402-CM-WT,100,100,60,90,11,20,5,3,1,0.625,450,1,1,100000,15000,N,N,RANDOM,20160910104211-402-CM-WT-rec.db,N,N,Y,N,N,JC,Y
20160910104211-402-CM-KI,100,100,60,90,11,20,5,3,1,0.625,450,1,1,100000,15000,Y,N,RANDOM,20160910104211-402-CM-KI-rec.db,N,N,Y,N,N,JC,Y
20160910104211-402-CM-KIB2,100,100,60,90,23.1,8.69565,5,3,4,0.625,450,1,1,100000,15000,Y,N,RANDOM,20160910104211-402-CM-KIB2-rec.db,N,N,Y,N,N,JC,Y
20160910104211-402-IM-WT,100,100,60,90,11,20,3,15,1,0.625,450,1,1,100000,15000,N,N,RANDOM,20160910104211-402-IM-WT-rec.db,N,N,Y,N,N,INT,Y
20160910104211-402-IM-KI,100,100,60,90,11,20,3,15,1,0.625,450,1,1,100000,15000,Y,N,RANDOM,20160910104211-402-IM-KI-rec.db,N,N,Y,N,N,INT,Y
20160910104211-402-IM-KIB2,100,100,60,90,23.1,8.69565,3,15,4,0.625,450,1,1,100000,15000,Y,N,RANDOM,20160910104211-402-IM-KIB2-rec.db,N,N,Y,N,N,INT,Y
